id,default,loan_amount,mortgage_amount,property_value,loan_reason,occupation,occupation_length,derogatory_reports,late_payments,oldest_credit_line,recent_credit,credit_number,ratio
13988,0,9800,54564,62109,DebtCon,Mgr,10,0,0,124.021625,0,19,32.56568637
11913,0,15800,71820,89739,DebtCon,Other,0,1,1,122.9555871,1,25,33.51907044
14013,0,16400,57139,164133,DebtCon,ProfExe,21,0,0,238.4610031,0,27,22.20684601
12047,1,39300,,62158,DebtCon,Other,0,0,0,238.8741292,1,14,1.028930968
15799,1,9900,37609,120186,DebtCon,Other,,0,0,176.367839,3,30,53.17891111
11868,1,6000,65000,94355,,Other,26,1,3,69.3,1,34,
16896,0,8200,,50061,HomeImp,Other,10,0,0,296.9016386,1,13,33.63213652
12540,0,5700,,69172,HomeImp,Office,1,0,0,48.85366706,0,3,38.77368596
11235,1,24200,37500,,,ProfExe,4,0,0,123.8,0,14,
11089,0,18800,98582,122597,HomeImp,Mgr,1,0,0,307.5247903,1,20,39.39416893
14432,0,8200,68013,77008,DebtCon,ProfExe,8,0,0,49.1469223,1,23,40.7925897
12859,0,7500,72097,69408,HomeImp,Sales,4,1,0,155.3919622,1,23,41.60098336
13271,0,19200,57728,96552,DebtCon,Office,0,0,0,80.60236311,0,23,37.50810314
13681,0,33200,119049,175867,DebtCon,ProfExe,17,0,0,112.4677853,0,16,28.51781662
11112,1,15500,57993,82248,DebtCon,Other,10,0,0,173.0729685,0,16,32.14246898
16498,0,4500,45500,50000,HomeImp,Other,6,0,0,86.16666667,0,18,
14735,0,14200,,31671,DebtCon,Other,13,,,82.99126514,2,8,33.21510402
13085,1,12600,72854,86209,,ProfExe,2,0,0,118.0696474,0,14,36.05148718
11144,0,23900,27800,43403,DebtCon,Other,27,0,0,307.6242388,,12,31.91370468
11460,0,31500,224572,282839,DebtCon,ProfExe,7,0,1,212.7553311,0,29,16.62648898
15126,1,18000,114000,147140,DebtCon,Other,5,0,0,122.7333333,2,13,
13231,0,9600,44553,48626,HomeImp,Mgr,20,0,1,226.4521595,0,18,35.55592289
12766,0,8900,58503,74706,HomeImp,Other,6,0,0,243.9359963,1,16,36.79323717
12490,0,25300,22361,50688,DebtCon,Other,24,0,0,125.407464,0,11,25.18149884
12529,0,18200,4927,30198,DebtCon,Other,,0,0,89.59983867,1,19,41.23052688
15994,0,25100,41314,71357,DebtCon,Office,19,0,0,183.6314283,1,22,33.66553412
13661,0,14000,43173,65985,HomeImp,ProfExe,5,0,0,215.9858947,3,18,37.14869173
16580,0,18600,60709,89683,DebtCon,Other,1,0,0,316.3138584,2,16,43.75656604
14983,0,24400,91316,147837,DebtCon,ProfExe,23,0,0,170.0567485,0,24,42.66845465
13173,0,19700,32989,75950,DebtCon,ProfExe,9,0,0,283.1,0,19,
14012,0,14900,45797,71942,DebtCon,Other,11,0,0,233.6787307,0,17,33.55026521
14278,0,41600,,48319,DebtCon,Other,,5,,113.7989068,,20,29.04125341
13524,0,27000,,61844,DebtCon,Other,26,0,0,133.0997369,0,8,22.71865262
12901,0,15500,25448,39188,,Office,3,0,0,215.5924991,0,16,38.97511499
14868,0,9000,50866,73064,DebtCon,Mgr,5,,,118.570005,,23,40.1860615
13390,1,15000,61438,127300,DebtCon,Self,4,1,3,134.2666667,1,17,
12818,0,17000,86000,119600,DebtCon,ProfExe,12,,,137.4666667,,25,
11688,0,20200,,72469,HomeImp,Office,8,0,0,120.303257,2,5,20.50577116
12814,0,15900,19639,171350,HomeImp,Self,8,0,0,311.3103604,0,26,26.87672986
13251,0,18600,43438,69441,DebtCon,Office,1,0,0,229.2744494,0,11,35.80007142
11437,1,50500,70318,172288,HomeImp,Other,0,0,1,106.2010986,,13,25.84526388
13669,0,25800,,68913,DebtCon,Other,26,0,0,123.644488,0,9,22.92513606
13873,0,29500,48590,81354,DebtCon,Office,0,0,0,157.0263263,3,18,40.17061829
11409,1,10800,64305,107374,DebtCon,ProfExe,9,0,0,97.86132576,0,36,36.99638566
11842,0,15900,79660,96393,DebtCon,Other,4,2,0,84.205779,1,21,22.1131931
14844,0,12700,58606,83010,DebtCon,Other,1,0,0,125.3258854,3,11,35.99961072
12636,0,9000,,63684,HomeImp,Other,,0,0,358.0666667,0,7,
11566,1,5000,,132000,HomeImp,Other,17.5,0,2,121.9,0,14,
16669,0,10100,55738,73266,DebtCon,Office,5,0,0,85.63523503,1,14,24.53432507
11604,0,10200,78628,92090,DebtCon,Other,10,1,0,164.3178964,6,21,38.72132161
12813,0,11500,43945,63337,DebtCon,Mgr,2,0,1,193.7424854,0,21,27.62349396
15282,0,24800,144410,211936,HomeImp,ProfExe,3,0,0,195.0703595,1,28,38.92615688
16877,0,14600,6871,52457,DebtCon,ProfExe,4,0,0,317.2440017,0,16,17.61790872
12896,0,23900,140328,183533,HomeImp,Mgr,8,0,0,322.7881144,0,17,45.41317755
14081,0,11700,59506,85000,DebtCon,Other,3,0,0,37.56666667,2,4,
15791,0,20000,66820,100000,HomeImp,Other,5,0,0,217.2666667,1,13,
13944,0,11400,52068,80643,HomeImp,Other,2,0,2,199.0877211,0,13,29.46213408
12750,0,25400,158111,209649,HomeImp,Other,10,0,0,254.3361895,1,34,43.13677016
13192,0,10800,32870,61572,DebtCon,Mgr,,,,,,,38.49024696
14331,0,21700,91637,126105,HomeImp,Mgr,10,0,0,131.8753539,1,23,30.96129202
12803,0,17800,56432,157665,DebtCon,ProfExe,20,0,0,238.1668986,0,27,20.07933438
16873,1,15000,29000,105000,HomeImp,Other,7,0,4,97.66666667,1,8,
13262,0,4800,80482,88342,HomeImp,ProfExe,7,0,0,275.0323948,0,11,43.71763511
15606,1,8200,47700,60000,DebtCon,Other,0.1,0,0,,0,0,
14002,0,22200,57458,102195,HomeImp,ProfExe,18,0,0,628.1580616,1,24,20.4962161
14634,0,10700,56197,79272,HomeImp,Other,18,0,0,218.9816622,1,16,34.0153596
14141,0,9300,54088,66961,DebtCon,Other,22,0,0,278.1604735,3,28,40.82354171
11800,0,8700,62400,81315,DebtCon,Office,6,0,0,98.02887044,2,14,26.62089773
12309,0,19600,64000,90000,DebtCon,Mgr,9,0,0,195.8,2,19,
16323,0,22600,109808,139133,DebtCon,Mgr,9,1,0,195.4588258,4,18,40.20610642
14375,0,8400,57103,78079,DebtCon,Other,0,0,0,56.30976479,8,21,23.52118826
15622,0,27700,73148,101462,DebtCon,ProfExe,10,0,0,264.6053894,0,33,40.47579335
14600,0,38100,93544,142231,DebtCon,Other,11,0,0,55.10985031,0,36,41.2954003
11957,0,6300,49498,64296,DebtCon,Mgr,6,,4,111.2065132,1,10,38.57713194
15446,0,10700,50210,64838,HomeImp,Other,9,0,0,95.03916828,2,34,40.39623344
11527,1,20000,14361,50000,DebtCon,Other,,0,1,216.0666667,1,10,
11693,0,8100,50373,65865,DebtCon,Office,5,0,0,99.59816995,2,11,38.91015083
15584,0,21300,72450,88622,DebtCon,Other,3,0,0,117.2101261,1,29,32.66110554
15215,0,11600,129432,198705,HomeImp,Office,0,0,0,341.0473292,0,16,39.96325851
15670,0,12100,48622,83158,HomeImp,Other,4,0,2,191.5692916,0,12,29.20449955
15679,0,50000,,78703,HomeImp,Self,10,0,0,179.5666667,1,22,
15582,1,14000,,,HomeImp,Other,17,0,7,184.6131909,0,12,18.19428042
13749,0,14400,79288,92391,DebtCon,ProfExe,8,0,1,341.5015591,,41,39.4354969
12315,0,22200,45148,85341,HomeImp,Other,24,0,0,275.601041,1,7,23.46160875
11141,0,11300,78902,100332,DebtCon,ProfExe,4,0,0,116.9987995,0,26,34.68307147
14041,0,11100,148235,182053,HomeImp,Office,4,0,0,198.8097171,0,55,33.53872615
13547,1,26600,84843,115850,DebtCon,Sales,2,0,0,137.5388776,2,37,42.57188992
14635,0,16600,71564,84627,DebtCon,Office,5,0,0,114.6401329,1,20,22.3231426
11582,0,13500,40786,66872,DebtCon,Mgr,,,,,,,35.36413972
16389,0,16500,67619,93500,HomeImp,ProfExe,8,0,0,82.16666667,0,16,
14469,0,27600,103898,130784,DebtCon,Office,11,0,0,147.1283978,0,29,42.00981358
12782,0,10600,43676,61576,DebtCon,Other,6,0,0,84.83912605,1,10,30.8681375
15377,0,8300,67839,76502,DebtCon,ProfExe,9,0,0,58.56017401,3,24,38.97429353
11646,0,13600,67354,81255,DebtCon,Office,10,0,0,255.3787569,4,36,41.62539858
14465,1,18900,61429,84990,DebtCon,ProfExe,8,3,1,166.1793992,2,64,40.43670481
12661,0,19500,52080,89913,DebtCon,Other,12,0,0,110.7603066,0,9,4.337283357
13950,0,15800,91095,109401,DebtCon,Sales,12,,1,154.3601832,0,17,33.52627067
14904,0,15000,72000,95000,DebtCon,Other,0,0,0,147.1,1,18,
15194,0,23900,,62276,DebtCon,Other,26,0,0,127.024625,0,8,20.40782558
12040,0,21100,61427,83722,DebtCon,Other,19,0,0,220.5535336,0,21,32.72762776
13161,0,8400,57694,70782,HomeImp,Other,4,0,0,125.7103247,0,34,37.62278555
14474,0,27600,72468,106906,DebtCon,ProfExe,12,0,0,288.8495515,1,32,38.98401301
14005,0,20100,36486,46883,HomeImp,Self,3,0,,117.783379,,10,24.85145676
16538,0,9300,58051,65334,DebtCon,Mgr,6,,,113.2818573,,23,41.86003981
15493,0,4500,,77182,,,,,,,,,25.2272529
13900,0,19800,69174,95154,HomeImp,ProfExe,6,0,0,59.45925619,0,16,31.25482163
15481,0,18200,50250,72000,DebtCon,Mgr,10,2,0,75.06666667,3,28,
11318,1,7000,53194,81150,HomeImp,ProfExe,14,7,0,183.6333333,2,28,
15635,0,10000,80000,107900,HomeImp,ProfExe,12,0,2,176.5333333,0,28,
15047,0,13400,156455,180313,DebtCon,ProfExe,6,,1,210.7182561,4,25,40.2473728
12351,0,24000,16997,45000,DebtCon,Other,25,0,0,118.6666667,1,11,
15930,0,15500,79185,88693,DebtCon,Mgr,19,0,0,244.2078401,10,23,36.33936235
12780,1,17900,70046,135917,DebtCon,Self,1,1,2,138.0110083,0,16,38.2892023
16948,0,10000,48041,76050,HomeImp,Other,3,0,2,185.7,0,13,
16577,0,9600,53196,63942,DebtCon,Other,16,0,4,227.563684,0,36,24.01676994
15423,1,17000,52700,78000,DebtCon,Other,2,0,0,62.9,0,10,
14070,0,7500,67778,83368,DebtCon,ProfExe,15,0,0,227.2920898,0,17,24.09177036
13400,1,6700,60301,70543,HomeImp,ProfExe,5,0,0,195.7808633,0,19,32.39759341
15637,0,22400,127967,167764,DebtCon,Office,1,,0,377.8649847,,52,36.43872408
11238,0,8700,60237,69891,DebtCon,Other,3,0,0,321.2748292,0,9,32.28031362
12732,0,22200,137889,182973,HomeImp,Mgr,6,0,0,317.3561249,0,17,44.96871369
11938,1,7000,27290,63500,HomeImp,Office,6,,,,,,
12869,0,40800,12064,66193,HomeImp,Office,,0,0,305.7860989,0,18,12.93568769
14988,1,27500,137900,184000,DebtCon,Office,10,0,0,,0,0,
12252,0,12000,38130,68707,DebtCon,Office,23,0,0,234.8879805,1,29,26.3012369
13187,0,15100,101378,143229,HomeImp,ProfExe,12,0,0,129.5373152,4,21,36.77621277
12499,0,32300,14163,60626,DebtCon,Other,0,0,0,109.031088,1,6,36.50108651
14898,0,24400,,28900,HomeImp,Other,24,0,0,81.16666667,2,15,
13128,0,9000,12340,36133,,,,,,,,,31.70381472
15720,0,18100,27239,39723,DebtCon,Mgr,17,0,0,111.5322141,1,16,24.44945281
14402,0,26300,,37310,HomeImp,Other,26,0,0,92.85512943,2,15,27.21702865
13847,0,19300,33970,102792,HomeImp,Other,6,0,0,145.0202453,0,14,31.87421747
14587,0,7800,53243,95065,HomeImp,ProfExe,7,0,0,220.8024443,2,24,31.82762682
14667,0,27000,45880,82425,DebtCon,Other,21,0,0,212.6442208,0,27,36.9977936
11985,1,12000,42000,58000,DebtCon,Other,5,0,1,113.6333333,1,18,
11608,0,13700,35825,66612,DebtCon,Office,22,0,0,231.9014789,2,29,26.70247344
11143,0,43700,,48535,DebtCon,Other,,6,,95.71980545,,19,26.98118298
11110,0,12100,71060,79744,DebtCon,Other,3,,,179.8663489,,35,29.89415099
11201,0,14700,65660,81937,DebtCon,Office,2,0,0,106.6575189,1,19,25.19780688
16881,0,10500,69656,88198,DebtCon,Office,15,0,0,97.31940617,0,8,27.32239655
15175,0,20200,61477,98143,DebtCon,Office,1,0,0,156.9290889,0,21,36.09986835
13544,0,41800,363737,469748,HomeImp,ProfExe,4,0,0,327.7437552,4,14,43.80929207
16643,0,12400,80510,97548,HomeImp,ProfExe,1,0,0,74.40426333,1,19,36.45734993
14953,0,25000,135501,184613,DebtCon,Mgr,0,,,119.5305254,,39,30.65881623
13822,0,13000,27787,44901,DebtCon,Other,8,,1,166.7262772,7,28,38.35512561
14270,0,28700,137247,186685,DebtCon,Mgr,0,,,110.4950024,,39,30.85972432
11593,0,12300,81590,90050,DebtCon,Mgr,6,0,0,136.7467587,1,26,41.73267581
12792,0,9800,81199,206201,HomeImp,Self,12,0,0,2.820785577,,7,21.28386768
13911,0,12000,83560,126479,HomeImp,Other,8,,,,,,38.92831569
12938,0,22300,34326,103199,HomeImp,Other,6,0,0,141.6770299,0,14,30.47179852
12171,0,11400,66491,89553,DebtCon,,4,0,0,212.7832827,0,16,31.12013265
11911,0,11100,67366,102936,DebtCon,Other,9,0,0,213.2814957,0,20,19.07865117
12517,0,7000,73873,111781,DebtCon,Office,0,0,0,231.7999135,0,38,19.27357946
12875,0,7900,77221,95316,DebtCon,ProfExe,4,0,0,116.3094934,0,25,35.42979658
15921,0,43300,119351,179347,DebtCon,Self,13,0,0,178.9515394,0,4,37.98046402
14014,0,20900,69233,105434,DebtCon,Other,,2,0,242.1642572,1,13,40.16365053
11069,0,7900,44682,57285,DebtCon,,7,1,0,110.0718569,1,25,25.40901671
16357,1,2800,50795,63100,HomeImp,Self,26,2,15,145.6333333,3,45,
16573,1,7500,63500,86125,HomeImp,Other,5,0,0,136.1,0,8,
14494,0,18700,47903,63933,HomeImp,Office,3,0,0,120.4180419,1,17,32.97759665
15902,1,7300,60890,75785,DebtCon,Other,6,0,1,45.96666667,0,13,
14527,0,5700,49514,58249,HomeImp,Office,21,0,0,212.5391151,0,21,21.25802688
16249,0,20600,124323,166781,DebtCon,Office,4,,1,381.0256475,,51,37.16904808
13039,0,10800,31149,67239,DebtCon,Mgr,,,,,,,35.26543738
15593,0,25100,,59783,DebtCon,Other,,0,0,307.7497359,0,19,39.27702198
13936,0,8500,78346,82226,HomeImp,Other,22,0,0,320.3495426,1,47,30.19939952
13903,0,12100,58556,76724,HomeImp,Other,3,0,1,234.6585447,1,16,37.63925293
13474,0,20300,94781,125948,DebtCon,ProfExe,12,,,148.6556875,,24,33.18367731
12430,0,28200,44321,63050,DebtCon,Office,19,0,0,182.2473057,2,22,32.47716703
13610,0,26200,100931,132627,DebtCon,Office,11,0,1,169.0320939,0,28,41.08956919
12282,0,7400,73985,114849,DebtCon,Office,0,0,0,238.5863034,1,38,18.42136986
15472,0,25700,94295,143788,DebtCon,Mgr,23,0,0,220.7295189,0,13,42.35812804
11331,0,25800,140785,208421,HomeImp,ProfExe,3,0,0,176.2714893,0,28,39.74500284
16642,0,20000,74368,105000,DebtCon,Other,,0,0,180.6,2,25,
11548,0,19500,48835,72566,DebtCon,ProfExe,9,0,0,191.2753966,1,42,39.61242564
15561,0,25000,149000,202500,HomeImp,Other,11,0,0,256.6666667,2,34,
15107,1,65500,205156,290239,DebtCon,ProfExe,2,0,0,98.80820562,1,21,144.1890013
11310,0,18600,80970,101244,DebtCon,ProfExe,0,0,0,272.882599,2,20,39.80899322
13475,0,21800,133812,166893,DebtCon,ProfExe,6,0,0,169.7671445,0,37,20.05952718
12416,1,16200,71530,88569,DebtCon,Mgr,14,0,0,,0,1,35.88671015
15602,0,12000,150000,175065,DebtCon,ProfExe,7,,1,206.6666667,4,26,
13327,0,10000,64375,72418,DebtCon,ProfExe,14,0,0,207.6173064,3,31,38.86794908
13629,0,21400,128095,167824,DebtCon,ProfExe,6,0,0,180.4173542,0,38,17.49570049
15242,0,20000,56683,90600,DebtCon,Office,2,0,0,155.2,1,22,
13435,0,15700,64793,99157,HomeImp,ProfExe,22,0,0,244.7316735,1,23,38.32818888
11956,0,11800,118053,125325,DebtCon,Self,5,0,0,181.1720651,0,18,33.20039732
15863,1,15700,60316,80000,DebtCon,Mgr,0.2,1,0,85.2,1,23,
14357,0,8400,60995,78444,HomeImp,Mgr,4,0,1,123.7385166,0,23,26.9327076
15466,0,13100,50552,59889,DebtCon,Other,4,0,0,178.6123626,0,13,38.76331381
16727,0,22500,136086,180804,,Mgr,26,,4,329.4072371,1,27,33.03141554
14036,0,11300,54984,63958,DebtCon,Mgr,4,0,0,190.92093,1,16,28.08685484
16530,0,3200,74864,87266,HomeImp,ProfExe,7,0,0,250.6312692,0,12,42.90999735
11075,0,8200,67489,80145,HomeImp,Other,2,0,0,104.3965066,0,7,36.91231088
16717,0,21400,53071,104997,DebtCon,Office,1,0,4,173.5751047,0,47,37.82317309
14781,0,5700,,39052,HomeImp,Other,3,0,0,272.2206283,0,25,39.89610462
15500,0,18800,77025,103322,HomeImp,ProfExe,8,0,0,87.1337221,0,15,33.40589684
16265,0,6900,49932,66042,HomeImp,Office,20,0,0,204.4845828,0,19,21.85549413
14946,1,10000,50070,60670,HomeImp,Other,5,2,0,15.23333333,0,1,
14744,0,15200,47453,73068,DebtCon,ProfExe,20,0,0,196.6996956,0,16,22.38385656
14004,0,16200,49780,109050,HomeImp,Office,2,,2,128.2885293,0,23,39.57681143
12669,0,7200,,74610,HomeImp,Office,1,0,0,40.18213482,0,3,37.94125377
11396,0,17000,27088,166437,HomeImp,Self,7,0,0,306.674171,0,27,26.15671788
16116,1,15000,6124,35000,HomeImp,Other,1.5,1,0,91.26666667,0,5,
16527,1,6500,48000,61000,DebtCon,Other,1,1,0,97.2997561,6,38,
14183,0,12100,96439,126328,HomeImp,Mgr,3,0,3,156.3191309,0,26,39.27931325
13347,1,2000,20627,29800,HomeImp,Office,11,0,1,122.5333333,1,9,
16902,0,20000,125000,162975,DebtCon,ProfExe,7,0,0,178.5333333,0,38,
13542,0,26400,220432,283978,HomeImp,ProfExe,6,,5,480.3560137,,56,33.7142391
15972,0,51500,,90003,HomeImp,Other,,0,0,347.8025143,0,7,25.32400192
15923,1,14000,85200,,HomeImp,Other,8,1,0,188.6666667,4,17,
14569,1,50100,256431,,,Other,0,0,4,142.3432049,2,25,3.342569837
12384,0,50700,,83365,HomeImp,Self,9,0,0,190.229251,0,21,25.65597685
12960,0,14600,76194,106461,DebtCon,Other,4,0,0,80.70619763,1,13,34.52955009
12619,0,12200,45095,64736,DebtCon,Other,9,0,0,249.6737711,0,18,31.63530262
11721,1,14700,94672,,,Other,14,0,1,67.03803191,0,11,40.31743443
15795,0,23900,21549,49842,DebtCon,Other,25,0,0,300.2963125,,12,30.20398928
12285,0,15200,85303,131022,DebtCon,ProfExe,14,0,0,295.495733,0,18,29.60992004
11642,0,17700,10847,94611,HomeImp,Other,14,0,1,271.396667,0,22,27.2833953
14448,0,40000,362000,465000,HomeImp,ProfExe,3,0,0,313.4666667,4,15,
16156,0,7000,58843,75300,HomeImp,Other,1.5,0,0,103.6666667,0,7,
14994,0,42300,367089,469771,HomeImp,ProfExe,3,0,0,310.0515235,4,14,42.60364087
11959,0,14000,50890,68722,DebtCon,Other,8,0,1,135.7684854,2,49,29.44804553
12522,0,5600,53793,66379,HomeImp,Office,22,0,0,206.0991341,0,19,18.36954053
14394,0,28000,59775,87390,DebtCon,Other,8,0,0,138.4864766,3,30,41.54380471
16936,0,22600,96485,120470,HomeImp,Mgr,9,0,0,112.8403356,2,24,31.86591683
16314,0,22400,37726,59799,DebtCon,Other,,0,0,219.4892985,0,12,41.14904123
15401,1,12300,64265,90956,DebtCon,Other,10,0,1,233.1561248,0,32,32.90882386
15010,0,11800,98877,110250,DebtCon,Other,18,0,2,195.8629168,1,16,36.87169942
12932,1,8000,21944,31352,DebtCon,Other,0,1,1,33.43333333,9,3,
14128,1,27100,63844,101000,DebtCon,Other,8,1,1,128.8,0,22,
11210,0,28600,94165,130285,DebtCon,Office,10,0,1,137.8133309,0,28,42.08001604
16404,0,9900,47367,114837,DebtCon,ProfExe,4,0,0,210.4355336,0,10,25.04210854
16781,0,9600,84333,201281,HomeImp,Self,14,0,0,13.21305726,,7,17.82563094
11791,1,20000,16000,87300,DebtCon,Other,28,1,6,232.3333333,1,21,
16507,0,20000,81800,106600,DebtCon,Mgr,24,,1,313.7666667,1,43,
14306,0,23100,95352,115077,DebtCon,Other,24,0,0,253.3293713,0,26,39.81680056
11328,0,8600,14762,66271,HomeImp,Office,25,0,0,318.1492776,1,13,42.27663421
16043,0,26000,47067,63292,DebtCon,Office,17,0,0,174.6210154,2,21,33.67314644
14052,1,13000,177000,200000,DebtCon,Mgr,3,0,2,195.8333333,1,50,
12254,0,28400,36484,73478,DebtCon,Mgr,13,1,0,100.9750908,6,16,34.76399377
11401,0,14400,78965,90729,DebtCon,Mgr,4,0,0,132.6602719,2,26,39.68695911
16559,1,6500,65000,80400,DebtCon,Other,15,0,0,224.8666667,0,13,
14644,0,15300,53736,102094,HomeImp,Other,0,0,2,33.44969444,1,10,40.1048096
12397,0,16600,,43880,DebtCon,Other,,,,351.725503,,15,31.53428892
16367,0,9700,84933,122520,DebtCon,Office,10,0,0,141.433076,1,23,36.79501396
12472,0,16000,,33382,DebtCon,Other,13,,,84.93118132,1,9,33.72078338
13983,0,16000,88093,106943,DebtCon,ProfExe,7,0,0,207.2028505,1,36,42.5730795
16888,0,10700,55341,78062,HomeImp,Other,3,0,1,192.5968545,0,12,28.82864931
16428,0,19900,45748,82516,,,,,,,,,39.31387801
16077,0,17200,17234,43310,,Office,1,0,0,215.6075405,0,15,38.31851469
15160,0,16800,39352,60943,HomeImp,Other,25,0,0,237.7636233,0,13,25.43988823
12105,0,13400,69612,87728,DebtCon,Other,3,,,165.0302674,,35,30.44483907
12427,0,44400,100564,154708,DebtCon,Other,14,,0,253.914111,3,30,43.90215236
11412,0,30200,20956,39333,DebtCon,Other,0,1,0,73.39179752,0,7,13.49536737
12524,0,17100,100082,119585,DebtCon,ProfExe,1,0,0,147.9158091,0,29,34.73427716
13005,0,15400,50402,65561,DebtCon,Mgr,25,0,0,282.6229052,0,16,38.09790247
11046,0,6200,,33909,HomeImp,,,,,,,,34.51740452
12224,1,56800,95321,169000,DebtCon,Other,3,0,0,239.4333333,4,38,
14699,0,14900,36120,57095,DebtCon,ProfExe,4,0,0,239.0236755,1,35,38.17162353
14045,1,8800,32169,37533,DebtCon,Other,3,0,0,74.44929477,3,19,25.34174093
15124,0,12500,77100,90550,HomeImp,Office,,0,0,173.4666667,1,26,
12912,0,23300,89847,136259,DebtCon,ProfExe,,0,0,210.0161196,0,21,29.77994226
16900,0,17000,70085,81598,DebtCon,Office,7,0,0,117.1953992,1,20,21.98183572
14887,1,12500,53060,67500,DebtCon,Office,16,0,5,183.6333333,0,15,
12751,0,18300,63351,87645,DebtCon,Other,1,0,0,324.614647,3,15,43.90230255
13840,0,20300,37388,55703,DebtCon,Other,,0,0,222.733567,0,12,39.81473684
14571,1,12000,74265,91000,HomeImp,Other,7,1,0,137,0,3,
12278,0,10700,110789,126781,DebtCon,Self,6,0,1,178.6374675,0,19,31.88893638
15914,0,36500,141200,195729,DebtCon,ProfExe,23,0,0,182.7288948,0,22,37.40550957
14831,0,44100,,51165,DebtCon,Other,,5,,130.4969829,,19,27.10511582
15136,0,15700,74587,93180,DebtCon,Mgr,19,0,0,263.1591633,10,24,35.40441453
13592,1,10800,194485,228670,HomeImp,ProfExe,1,0,0,75.45815036,,4,28.37013088
15151,0,13700,88654,114011,HomeImp,Mgr,10,0,0,250.3295845,0,25,30.97173013
14677,1,5000,,74500,HomeImp,Other,19,,,,,,
13587,0,18600,48711,69611,HomeImp,Office,2,0,0,130.2531337,0,17,33.69118802
14704,0,8400,77144,91532,DebtCon,Mgr,19,0,1,311.7571824,1,24,40.91273699
16915,0,22900,95321,123082,DebtCon,Self,3,0,0,205.4415191,2,26,34.05349114
12217,0,9700,44652,63232,DebtCon,Other,9,0,0,102.1655136,0,22,37.03487587
12614,0,4900,67794,84630,HomeImp,Other,4,0,0,112.5734189,0,15,41.67399636
16345,1,5000,63125,126500,HomeImp,Office,3,0,0,100.3,0,14,
15482,0,11700,55119,67931,DebtCon,Mgr,4,0,0,199.4106992,2,16,27.61633851
15668,0,16200,87248,116407,DebtCon,Other,20,0,0,270.0076812,1,16,24.54326882
13672,1,14700,51829,69136,DebtCon,Other,14,0,0,169.9853078,0,18,35.63539385
13371,1,25000,70150,,DebtCon,Office,4,2,,104.5333333,0,7,
12335,0,31300,119911,171916,DebtCon,ProfExe,16,0,0,140.4494714,0,16,27.6899107
14905,0,24200,90626,116601,DebtCon,Self,2,0,0,226.1163866,1,27,34.49993837
16186,0,17600,71983,97939,DebtCon,Office,1,0,0,144.3662159,3,19,29.80858976
11916,0,12000,41182,59947,HomeImp,Other,23,0,0,118.1799392,0,22,37.13106416
16465,0,11100,48031,107561,DebtCon,ProfExe,5,0,1,226.7811051,0,9,24.19032662
15661,0,15900,38514,50309,DebtCon,Other,6,1,0,101.8261423,1,16,38.87780838
13498,1,45900,52720,115224,DebtCon,Other,,0,1,126.1165183,0,21,
16066,1,2300,37626,46200,HomeImp,Other,3,0,1,122.2666667,1,14,
13046,0,23500,133197,168990,DebtCon,Other,8,1,0,214.2845994,0,19,36.64262904
12381,0,13900,80960,100730,DebtCon,Other,0,0,0,153.0875555,0,22,40.19530694
15868,1,4000,17000,52012,HomeImp,ProfExe,22,3,1,85.33333333,1,9,
11147,0,16500,77049,98658,DebtCon,Other,5,3,0,77.99281611,0,21,23.1200738
11404,0,17800,56956,74305,DebtCon,Office,0,0,0,187.1833294,0,24,31.81747192
15596,1,10000,13161,37700,DebtCon,Other,,3,0,79.1,2,9,
15216,0,25600,,51974,DebtCon,Other,,,,100.6768656,,13,28.11606742
12749,0,16300,66038,98585,DebtCon,Office,1,0,0,162.0654119,3,19,32.75346067
13930,0,17800,8642,88369,HomeImp,Other,13,0,0,265.022103,0,22,26.48079237
12084,0,25200,26255,50963,DebtCon,Other,24,0,0,302.4312241,,12,31.25832865
15982,0,16700,102687,137417,DebtCon,ProfExe,7,0,0,97.76351186,0,14,31.10800492
16617,0,13500,47900,135500,DebtCon,Other,2,0,0,276.0666667,5,43,
13909,1,25000,103700,172762,DebtCon,Other,4,0,0,,0,0,
13196,0,15200,34854,63519,DebtCon,ProfExe,6,0,0,275.4796976,0,15,20.78514557
13310,1,5700,77213,92661,DebtCon,Sales,0,0,0,97.13317095,1,16,41.77788863
15445,1,15400,63456,96794,DebtCon,ProfExe,3,0,0,85.52936247,0,28,37.362645
15209,0,17500,46636,72908,DebtCon,Other,7,0,0,110.2309072,3,15,41.51229209
11929,0,42100,17852,65877,DebtCon,Other,18,0,0,201.4302702,1,30,43.19519357
16839,1,50000,106000,,DebtCon,Mgr,0.8,0,2,252.6333333,3,32,
13495,1,19300,27747,43740,DebtCon,Office,7,1,0,167.6579808,1,16,35.08607055
15718,1,10300,70147,122124,HomeImp,Other,1,0,0,58.89568589,0,7,57.99501862
15210,0,15900,96854,156450,DebtCon,Mgr,1,0,0,212.6660046,0,19,40.21338458
15714,1,38000,94083,132791,DebtCon,Self,10,0,1,212.992728,0,64,62.80173209
15802,0,15300,83004,121108,,,,,,,,,36.82339319
16438,0,28200,90485,123674,DebtCon,Other,1,0,1,189.7347419,2,25,41.67698554
13878,0,11300,16115,69113,DebtCon,ProfExe,22,0,2,403.5149997,0,12,22.16824452
16747,0,20100,70491,100797,DebtCon,Other,,2,0,247.0372718,2,14,40.27214938
